Lever_position,Ship_speed ,shaft_torque,revolutions,Generator,Starboard_ptorque,Port_ptorque ,Hight_pressure,Compressor,Turbine,air_pressure,gas_pressure,Injecton_control,Fuel_flow,GT_state
-1.5339835157908268,-1.5491933384829668,-1.2171716581253844,-1.0164702327703725,-1.396141756977751,-1.096087189553864,-1.096087189553864,-1.563219474453973,-1.3162047205899523,-1.1587852408725892,-1.1897800150585864,-1.008090255343581,-1.0283047350244134,-1.1446021788542453,0.95
-1.172254819778593,-1.161895003862225,-0.9160017639348653,-0.9820061153727648,-1.2576892841494698,-0.9932378790289311,-0.9932378790289311,-0.5763376429396507,-0.888328208553748,-0.9421403786641482,-0.9396500168283682,-1.008090255343581,-0.8915381899963679,-0.7403509542560128,0.95
-0.7701648166323626,-0.7745966692414834,-0.8519296503509632,-0.9683235623361389,-0.9980449648667239,-0.8328587941298674,-0.8328587941298674,-0.7456152704357244,-0.806743392992962,-0.8886705828850435,-0.8849399348184629,-0.9118427825662792,-0.7970300970562945,-0.7955657556645518,0.95
-0.38292472837505576,-0.3872983346207417,-0.5654362335198923,-0.7607042881023512,-0.3741671570946317,-0.566428203877694,-0.566428203877694,-0.4262281919779632,-0.4453428876989,-0.6406813576336793,-0.6164483337219065,-0.7193478370116967,-0.6017548396157393,-0.600341993541503,0.95
-0.010153787958238035,0.0,-0.2533477716273609,-0.27385292876457995,0.2692548553547136,-0.259516284613864,-0.259516284613864,-0.023040079791916804,-0.007889207231204964,-0.2534862847505081,-0.20612271864761597,-0.3343579459025317,-0.2804817503287103,-0.27694101386291686,0.95
0.3839401071708798,0.3872983346207417,0.11492091814463987,0.22106378593223677,0.5749382025439637,0.09448086701443556,0.09448086701443556,0.37391218523680236,0.41530880298501777,0.13647446722468584,0.1983946342954862,0.05063194520663323,0.0844493349976862,0.0898430240652355,0.95
0.7544264452970939,0.7745966692414834,0.5298378238339265,0.699949266502768,0.8535759919291774,0.522432758077904,0.522432758077904,0.6866430870427908,0.7394601776123473,0.5623890473961743,0.6336395675455215,0.5318693090930787,0.47791556644420385,0.4842344626976577,0.95
1.157277982540192,1.161895003862225,1.072315645166616,1.2289515707868135,1.0241415137404704,1.0507051235636797,1.0507051235636797,1.2473223270655869,1.314860860272129,1.1275094751994694,1.1869233763648734,1.0131066729795457,1.121666907865297,1.1310364220548297,0.95
1.5738371335269121,1.5491933384829668,2.0551055318008284,1.8398076072819403,1.4456376525522516,2.082769523979636,2.082769523979636,2.1897528750576916,1.9660532724156032,1.9774948494810978,1.9699145843080057,1.8793339279751562,2.172802167805119,2.3063229091794475,0.95
-1.5339835157908268,-1.5491933384829668,-1.2131118207518967,-1.0088660870642467,-1.3901524039314956,-1.0944362137156607,-1.0944362137156607,-1.563156137132892,-1.3103978742133873,-1.1550976687498922,-1.1867822023457149,-1.008090255343581,-1.154963462625713,-1.1505180504337318,0.95
-1.172254819778593,-1.161895003862225,-0.9155955815311565,-0.9874657007880022,-1.2577176914237098,-0.9971283961098937,-0.9971283961098937,-0.5731189554410855,-0.8913279538383236,-0.9430622716948224,-0.9415236497739129,-1.008090255343581,-0.8087318395387963,-0.7364070398696886,0.95
-0.7701648166323626,-0.7745966692414834,-0.8519261285382143,-0.9683222704323493,-0.9956761647405656,-0.8328837333419249,-0.8328837333419249,-0.7504116330230309,-0.8088074379135416,-0.8886705828850435,-0.8862514778803441,-0.9118427825662792,-0.7983518885659459,-0.7975377128577139,0.95
-0.38292472837505576,-0.3872983346207417,-0.5654295059545129,-0.7607029961985615,-0.3723197679053343,-0.5663234591870526,-0.5663234591870526,-0.4314276102448756,-0.44758581651259693,-0.6416032506643533,-0.6181346033728968,-0.7193478370116967,-0.6034265171132397,-0.600341993541503,0.95
-0.010153787958238035,0.0,-0.25333219437866383,-0.27385292876457995,0.2700979099450678,-0.25947638187457217,-0.25947638187457217,-0.028792260133716923,-0.010434862633254265,-0.2534862847505081,-0.20837107818226935,-0.3343579459025317,-0.28269769491842006,-0.278912971056079,0.95
0.3839401071708798,0.3872983346207417,0.11493229630890564,0.22104311547160163,0.5758857225944266,0.09456566033543087,0.09456566033543087,0.3673711673506316,0.41218521500520566,0.13647446722468584,0.19577154817172374,0.05063194520663323,0.08161137087402293,0.0878710668720734,0.95
0.7544264452970939,0.7745966692414834,0.5298250008234049,0.699949266502768,0.8540369228628173,0.5230861654338095,0.5230861654338095,0.6806202836018274,0.7370521252050047,0.5623890473961743,0.6302670282435409,0.5318693090930787,0.4747277163326917,0.48226250550449556,0.95
1.157277982540192,1.161895003862225,1.0723348796823986,1.2289799926701865,1.0244833173950374,1.0512487983865324,1.0512487983865324,1.2412822498097829,1.3125904108594915,1.1265875821687954,1.1829887471792293,1.0131066729795457,1.1178570382198312,1.1270925076685054,0.95
1.5738371335269121,1.5491933384829668,2.0551139299696914,1.8398153587046782,1.4463551653177373,2.0830588188395023,2.0830588188395023,2.184513151222818,1.9640580289923748,1.9756510634197497,1.9648557753550349,1.8793339279751562,2.172802167805119,2.302378994793123,0.95
-1.5339835157908268,-1.5491933384829668,-1.1962639652269567,-0.9875354635926457,-1.3773947887065934,-1.0897326783216252,-1.0897326783216252,-1.5076035486066792,-1.2807031479559783,-1.1394254872284306,-1.1710436856031394,-1.008090255343581,-1.3057643233885865,-1.1327704356952728,0.95
-1.172254819778593,-1.161895003862225,-0.915931959800124,-0.9886064518343001,-1.2559527749660777,-0.9979513901077895,-0.9979513901077895,-0.5778807703987117,-0.8940249725345483,-0.9430622716948224,-0.9433972827194578,-1.008090255343581,-0.7929092176438519,-0.7364070398696886,0.95
